CMD:
/home/jinsk/miniconda3/bin/python /home/jinsk/CodeFiles/ICCCCCCCCCCCCCCML/ANE_exp/v6/experiment_v6.py --data_path /home/jinsk/CodeFiles/ICCCCCCCCCCCCCCML/ANE_exp/data/gsm8k/gsm8k_test_500.json --num_samples 500 --model /home/jinsk/Models/Llama-3.2-3B-Instruct --steps 10 --lr 0.0001 --optimizer sgd --momentum 0.0 --update_target mlp --num_layers all --eval_mode ar --tta_reset sample --topk_list 5 --dtype bf16 --device_map auto --output_dir /home/jinsk/CodeFiles/ICCCCCCCCCCCCCCML/ANE_exp/v6/results/gsm8k500/lr_search/llama3.2-3b/lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04 --config_name lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04 --backup_on_cpu --no_viz

2026-01-16 03:10:27.976496: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2026-01-16 03:10:28.047750: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F AVX512_VNNI FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards:  50%|█████     | 1/2 [00:32<00:32, 32.25s/it]
Loading checkpoint shards: 100%|██████████| 2/2 [00:49<00:00, 23.27s/it]
Loading checkpoint shards: 100%|██████████| 2/2 [00:49<00:00, 24.62s/it]

gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:   0%|          | 0/500 [00:00<?, ?it/s]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:   0%|          | 1/500 [00:04<38:34,  4.64s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:   0%|          | 2/500 [00:08<33:31,  4.04s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  91%|█████████▏| 457/500 [29:03<02:38,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  92%|█████████▏| 458/500 [29:06<02:34,  3.67s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  92%|█████████▏| 459/500 [29:10<02:30,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  92%|█████████▏| 460/500 [29:14<02:27,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  92%|█████████▏| 461/500 [29:17<02:24,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  92%|█████████▏| 462/500 [29:21<02:20,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  93%|█████████▎| 463/500 [29:25<02:17,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  93%|█████████▎| 464/500 [29:28<02:13,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  93%|█████████▎| 465/500 [29:32<02:09,  3.71s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  93%|█████████▎| 466/500 [29:36<02:06,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  93%|█████████▎| 467/500 [29:40<02:02,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  94%|█████████▎| 468/500 [29:43<01:59,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  94%|█████████▍| 469/500 [29:47<01:53,  3.67s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  94%|█████████▍| 470/500 [29:50<01:46,  3.54s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  94%|█████████▍| 471/500 [29:55<01:56,  4.02s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  94%|█████████▍| 472/500 [29:59<01:50,  3.93s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  95%|█████████▍| 473/500 [30:03<01:44,  3.86s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  95%|█████████▍| 474/500 [30:06<01:38,  3.80s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  95%|█████████▌| 475/500 [30:10<01:33,  3.75s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  95%|█████████▌| 476/500 [30:14<01:29,  3.73s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  95%|█████████▌| 477/500 [30:17<01:25,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  96%|█████████▌| 478/500 [30:21<01:21,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  96%|█████████▌| 479/500 [30:25<01:17,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  96%|█████████▌| 480/500 [30:28<01:13,  3.67s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  96%|█████████▌| 481/500 [30:32<01:08,  3.60s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  96%|█████████▋| 482/500 [30:35<01:02,  3.49s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  97%|█████████▋| 483/500 [30:38<00:58,  3.42s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  97%|█████████▋| 484/500 [30:41<00:53,  3.36s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  97%|█████████▋| 485/500 [30:45<00:49,  3.33s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  97%|█████████▋| 486/500 [30:48<00:46,  3.30s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  97%|█████████▋| 487/500 [30:51<00:42,  3.28s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  98%|█████████▊| 488/500 [30:54<00:39,  3.26s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  98%|█████████▊| 489/500 [30:58<00:35,  3.26s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  98%|█████████▊| 490/500 [31:01<00:32,  3.25s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  98%|█████████▊| 491/500 [31:05<00:30,  3.39s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  98%|█████████▊| 492/500 [31:08<00:27,  3.48s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  99%|█████████▊| 493/500 [31:14<00:28,  4.13s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  99%|█████████▉| 494/500 [31:18<00:24,  4.00s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  99%|█████████▉| 495/500 [31:21<00:19,  3.92s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  99%|█████████▉| 496/500 [31:25<00:15,  3.86s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  99%|█████████▉| 497/500 [31:31<00:13,  4.35s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04: 100%|█████████▉| 498/500 [31:34<00:08,  4.14s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04: 100%|█████████▉| 499/500 [31:40<00:04,  4.56s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04: 100%|██████████| 500/500 [31:45<00:00,  4.84s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04: 100%|██████████| 500/500 [31:45<00:00,  3.81s/it]
